nim,kode_mk,nilai_angka,nilai_huruf,semester
2220102,SD2301,,B,4
2220102,SD1202,87,C,2
2220103,SD1101,48,A,4
2220103,SD2401,62,C,2
2220103,SD1102,80,B,3
2220104,SD2101,95,C,3
2220104,SD1101,71,D,3
2220104,IF1101,77,C,5
2220105,SI1201,44,D,3
2220105,SD1102,64,E,3
2220105,IF1101,67,D,4
2220106,SD1102,78,B,3
2220106,SD2101,65,C,5
2220106,SD2401,70,B,3
2220107,SI1101,75,C,4
2220107,SD1101,85,C,6
2220107,SD2201,60,D,4
2220108,IF1101,51,B,3
2220108,SD2401,71,D,5
2220108,SD1102,67,B,1
2220109,SD2101,77,D,4
2220109,SD2301,58,A,4
2220109,SD1201,65,D,3
2220110,SI1201,66,B,2
2220110,IF1101,60,A,3
2220110,SD2401,71,E,2
2220111,SD1101,55,A,5
2220111,SD1102,61,D,2
2220111,SD2401,73,B,3
2220112,SI1201,68,E,6
2220112,IF1201,65,B,5
2220112,SD2101,67,A,1
2220113,SD1101,78,E,1
2220113,SD2201,76,D,1
2220113,SD2301,69,B,5
2220114,SD2401,94,C,4
2220114,IF1201,72,D,1
2220114,SD2301,58,C,1
2220115,SD2301,70,D,6
2220115,SD1202,74,C,6
2220115,SD2201,82,A,6
2220116,SD2101,83,E,3
2220116,SI1101,91,C,4
2220116,IF1101,60,D,4
2220117,SD2401,82,C,2
2220117,SD1202,74,C,4
2220117,SD1201,76,B,2
2220118,IF1101,86,C,4
2220118,SD2301,70,B,2
2220118,SD1101,61,A,5
2220119,SD2101,85,C,6
2220119,SD2401,58,B,2
2220119,SD1101,65,D,1
2220120,SD2401,76,D,6
2220120,SI1201,82,A,1
2220120,SD2101,68,B,4
2220121,SD2301,75,A,3
2220121,SD1201,86,C,3
2220121,SI1101,61,E,1
2220122,SD2401,73,D,4
2220122,SD2201,70,D,3
2220122,SD2101,79,C,2
2220123,SD1201,65,A,4
2220123,SD2201,83,E,1
2220123,SD2301,65,C,5
2220124,IF1201,66,D,2
2220124,SD2201,32,A,2
2220124,SD2301,76,C,5
2220125,SD1202,,D,6
2220125,SD2101,66,A,5
2220125,SD2301,78,A,4
2220126,SD2201,70,C,5
2220126,IF1101,76,D,2
2220126,SI1201,92,C,3
2220127,SD1101,90,C,4
2220127,SI1201,72,A,4
2220127,IF1101,59,B,4
2220128,SD1101,71,B,5
2220128,SD1201,80,D,4
2220128,SD2101,91,C,3
2220129,IF1101,70,B,5
2220129,SD2301,81,B,2
2220129,SD2401,72,E,2
2220130,IF1201,63,E,4
2220130,SI1201,53,D,5
2220130,IF1101,49,C,6
2220131,IF1201,100,C,4
2220131,SD1202,91,C,2
2220131,SD1201,74,E,3
2220132,SI1101,93,C,6
2220132,SD2301,65,E,1
2220132,SI1201,71,A,4
2220133,SD1201,87,C,1
2220133,SD2401,48,C,2
2220133,SD1202,78,E,5
2220134,SI1201,81,E,3
2220134,SD1101,82,E,4
2220134,IF1101,67,A,4
2220135,SD2101,60,C,5
2220135,SD1101,87,C,2
2220135,SD2301,91,C,1
2220136,SD2101,38,A,1
2220136,SD1201,69,A,4
2220136,IF1201,60,D,6
2220137,SD2401,100,C,3
2220137,IF1201,69,D,6
2220137,SD1102,67,C,4
2220138,SD1201,71,E,2
2220138,SD2201,94,C,5
2220138,SD2101,70,B,1
2220139,SI1201,70,D,2
2220139,SD1201,,D,1
2220139,SD2301,64,C,6
2220140,SI1201,76,C,1
2220140,SD2301,98,C,4
2220140,SD1201,67,C,4
2220141,SD1201,82,C,2
2220141,SI1101,88,C,3
2220141,SD2201,89,C,6
2220142,IF1101,79,B,5
2220142,SD1102,92,C,4
2220142,SD2101,69,A,1
2220143,IF1101,74,E,5
2220143,SD2101,55,A,6
2220143,SD1102,53,E,2
2220144,SD1201,74,C,1
2220144,IF1101,81,E,3
2220144,SD1102,71,E,6
2220145,IF1201,42,B,4
2220145,IF1101,70,B,2
2220145,SD1202,89,C,1
2220146,SI1101,62,C,5
2220146,IF1101,88,C,2
2220146,SD2401,75,D,4
2220147,SD1202,61,A,1
2220147,SD1101,74,B,5
2220147,SD2201,80,C,1
2220148,SD1201,75,C,3
2220148,SD2401,83,D,6
2220148,SD1101,58,D,6
2220149,IF1201,72,A,5
2220149,SI1201,65,D,5
2220149,SD2201,67,E,5
2220150,IF1101,57,D,1
2220150,SD1202,67,C,2
2220150,SD2301,85,C,3
2220151,SI1101,81,C,5
2220151,IF1201,83,C,4
2220151,IF1101,71,C,5
2220152,IF1101,41,E,2
2220152,SD1201,68,C,3
2220152,SD1102,58,C,3
2220153,SD2101,76,E,4
2220153,SI1101,61,D,4
2220153,SI1201,76,B,5
2220154,SI1201,65,A,5
2220154,IF1101,65,B,1
2220154,SD1201,48,E,1
2220155,SD1102,86,C,4
2220155,SD1101,69,A,5
2220155,SD2201,82,B,4
2220156,SD2401,69,A,3
2220156,SD1101,71,C,6
2220156,SI1201,70,D,2
2220157,SD2201,65,B,1
2220157,SD2301,75,B,5
2220157,SD1201,80,A,6
2220158,SD1101,46,A,6
2220158,SD1102,71,E,2
2220158,SD2301,79,E,4
2220159,SD1102,69,B,5
2220159,IF1101,83,C,2
2220159,SD2101,81,E,4
2220160,SD1201,86,C,6
2220160,SI1101,58,B,6
2220160,SD2101,74,C,3
2220161,SD1202,79,A,6
2220161,SD2201,83,E,2
2220161,IF1101,50,C,5
2220162,SD2101,85,C,2
2220162,SI1101,87,C,5
2220162,SD1202,66,A,6
2220163,IF1201,70,B,2
2220163,SI1201,63,E,2
2220163,SD2401,79,E,3
2220164,SI1101,78,E,3
2220164,SD2101,74,B,6
2220164,SD1102,60,E,5
2220165,SD1102,97,C,1
2220165,SD1101,54,A,2
2220165,SI1201,57,B,2
2220166,SD2301,69,C,5
2220166,SD2101,55,B,3
2220166,SD2201,68,E,2
2220167,SD1101,66,C,1
2220167,IF1101,76,B,1
2220167,SD2301,68,C,5
2220168,IF1101,67,A,4
2220168,SD2301,84,A,5
2220168,IF1201,56,A,3
2220169,SD2201,70,C,6
2220169,IF1101,59,A,3
2220169,SD2401,56,A,4
2220170,SD1202,86,C,1
2220170,SD1201,88,C,1
2220170,SD2101,71,B,1
2220171,SD2301,96,C,4
2220171,SD2201,84,B,5
2220171,SD1101,76,C,5
2220172,SD1201,72,C,2
2220172,SD1102,78,C,1
2220172,IF1201,66,E,4
2220173,SD1202,77,B,6
2220173,SD2301,88,C,4
2220173,SD2101,64,E,3
2220174,SD1102,77,B,3
2220174,SD1101,72,C,2
2220174,SD1201,,C,2
2220175,SD1102,47,C,3
2220175,SD2201,67,A,1
2220175,SD1202,78,E,1
2220176,SD1202,64,B,6
2220176,SD2301,76,D,6
2220176,SD1201,60,C,2
2220177,SD2101,64,A,2
2220177,SI1101,69,A,1
2220177,IF1201,86,C,4
2220178,SD2201,85,C,1
2220178,SD1201,52,B,4
2220178,IF1201,46,A,4
2220179,SI1201,73,D,6
2220179,SD1101,68,A,2
2220179,SD1202,81,E,1
2220180,IF1101,58,D,5
2220180,SI1101,41,C,3
2220180,SD2401,69,D,4
2220181,SI1201,61,D,3
2220181,IF1201,71,A,2
2220181,SD2101,51,E,4
2220182,SD2301,88,C,3
2220182,SI1101,77,B,3
2220182,SD1201,100,C,1
2220183,IF1101,90,C,4
2220183,SD2201,56,A,4
2220183,SD1202,89,C,5
2220184,SD2101,69,A,2
2220184,SD1102,60,D,1
2220184,SD1101,71,C,6
2220185,IF1201,73,B,5
2220185,SD2301,93,C,6
2220185,SD2201,66,E,1
2220186,SD1201,52,D,3
2220186,SD1202,83,A,2
2220186,SD1101,65,A,2
2220187,SD1101,76,C,6
2220187,SI1201,84,A,2
2220187,SD2401,81,D,2
2220188,SD2101,66,B,1
2220188,SD1102,73,A,2
2220188,SD1202,71,B,6
2220189,SD1202,79,B,2
2220189,SD2201,100,C,5
2220189,SI1101,57,C,4
2220190,SD2201,73,D,3
2220190,SD1102,64,B,1
2220190,IF1201,86,C,3
2220191,SD1102,67,A,2
2220191,SI1101,44,D,1
2220191,IF1101,77,B,1
2220192,SD2301,72,C,1
2220192,SD1101,65,E,2
2220192,SI1101,,A,1
2220193,SI1101,42,D,2
2220193,SD2201,79,B,5
2220193,SD1202,59,C,5
2220194,SD1101,71,A,4
2220194,SD2301,75,C,4
2220194,SD2201,68,C,6
2220195,SD2301,72,A,2
2220195,IF1201,76,E,5
2220195,SD1202,87,C,2
2220196,SD1202,95,C,4
2220196,SI1201,57,A,4
2220196,IF1201,87,C,5
2220197,IF1101,80,C,1
2220197,SI1201,91,C,3
2220197,SD2301,77,B,5
2220198,SD1102,87,C,3
2220198,SD1101,64,A,2
2220198,SD2101,84,C,6
2220199,SD2401,77,B,5
2220199,SD1202,67,B,1
2220199,SD1102,56,A,6
2220200,SD1102,42,A,1
2220200,SD2201,87,C,6
2220200,IF1101,79,E,5
2220201,SD2301,86,C,3
2220201,SD1101,68,D,2
2220201,SD2201,82,D,3
2220202,SI1101,73,C,6
2220202,SD2301,79,A,6
2220202,SD1102,75,D,1
2220203,SI1201,83,A,3
2220203,SD2301,,A,2
2220203,SD2401,81,E,1
2220204,SD1202,52,E,4
2220204,SD2401,64,A,6
2220204,SI1101,81,D,4
2220205,SD2301,92,C,4
2220205,SD2401,79,B,3
2220205,SI1101,,C,6
2220206,SD1101,88,C,5
2220206,SD1102,68,C,4
2220206,IF1201,53,A,2
2220207,SD1202,69,B,6
2220207,IF1101,57,C,1
2220207,SD2401,66,A,2
2220208,SD1201,50,E,4
2220208,SD2301,65,A,3
2220208,SD2201,78,D,4
2220209,IF1101,72,D,5
2220209,SI1101,82,A,2
2220209,SD2101,71,D,3
2220210,SD2201,62,B,2
2220210,SI1201,62,E,6
2220210,SI1101,66,E,1
2220211,SD1202,76,A,6
2220211,SD1101,74,C,1
2220211,SD2201,69,E,3
2220212,IF1201,73,A,1
2220212,IF1101,78,A,6
2220212,SI1201,53,B,6
2220213,SI1201,48,D,6
2220213,SD2401,,D,1
2220213,SI1101,63,C,2
2220214,SI1101,79,C,4
2220214,SI1201,52,C,6
2220214,SD2201,81,D,4
2220215,SD1201,74,A,5
2220215,IF1101,49,D,5
2220215,SI1101,79,B,6
2220216,IF1201,62,D,4
2220216,SD2401,73,D,2
2220216,SD2101,80,A,1
2220217,SD2201,80,E,1
2220217,SI1101,74,D,1
2220217,SD1201,49,A,3
2220218,SD1101,100,C,4
2220218,SD2401,67,D,5
2220218,SD1102,67,A,6
2220219,SD2401,77,E,4
2220219,IF1101,61,D,5
2220219,SD2101,59,C,3
2220220,SD1201,66,C,4
2220220,SD1202,66,B,6
2220220,SD2201,62,A,5
2220221,SD1202,55,C,6
2220221,SI1201,80,D,2
2220221,SD1201,79,E,5
2220222,SD1201,74,C,2
2220222,SD1202,89,C,4
2220222,SD2201,69,A,5
2220223,SD1202,75,C,4
2220223,SI1201,77,D,5
2220223,SI1101,95,C,3
2220224,SI1101,,C,6
2220224,SD2201,65,B,3
2220224,SD2401,100,C,5
2220225,SD2201,72,A,3
2220225,IF1201,77,D,2
2220225,SD1102,54,B,6
2220226,SD1201,65,C,5
2220226,SD2101,72,E,2
2220226,SI1101,64,E,6
2220227,SD2201,72,B,2
2220227,SD1202,78,C,5
2220227,SD2301,61,B,2
2220228,SD1201,63,D,3
2220228,SI1101,64,C,5
2220228,IF1101,74,B,4
2220229,SI1201,61,E,3
2220229,SD2401,70,A,6
2220229,SD1101,66,B,3
2220230,IF1101,66,C,1
2220230,SD2301,83,D,6
2220230,IF1201,55,A,4
2220231,SD1201,78,A,1
2220231,IF1201,72,D,1
2220231,SD2301,94,C,3
2220232,IF1201,67,C,5
2220232,SI1201,77,C,3
2220232,SD2401,66,B,1
2220233,SI1101,76,E,6
2220233,SD2401,58,D,6
2220233,IF1201,77,B,3
2220234,SI1101,76,A,1
2220234,SD1102,67,C,5
2220234,SD1202,53,D,5
2220235,SD1102,63,C,2
2220235,SD2401,62,E,6
2220235,IF1201,71,B,6
2220236,SD1201,72,D,2
2220236,SD2301,57,C,2
2220236,IF1101,92,C,1
2220237,SI1201,70,A,6
2220237,SD2201,100,C,6
2220237,SD2301,63,A,4
2220238,IF1101,63,B,3
2220238,SD1201,68,E,4
2220238,SI1201,46,A,3
2220239,IF1201,80,C,4
2220239,SD1102,71,C,1
2220239,SD2301,,E,1
2220240,SD1102,63,D,3
2220240,SD2201,,D,5
2220240,SD2301,70,B,1
2220241,SD2201,71,B,6
2220241,SI1201,62,B,3
2220241,SD1201,64,E,4
2220242,IF1201,63,C,4
2220242,SD1101,,B,1
2220242,SD1202,88,C,6
2220243,SD2201,91,C,4
2220243,SD2301,69,E,3
2220243,SI1201,83,B,2
2220244,SD1201,45,B,4
2220244,SD1202,,C,4
2220244,SI1101,74,C,5
2220245,SD1102,75,C,4
2220245,SI1101,65,A,6
2220245,SD2101,39,E,2
2220246,SD1201,86,C,6
2220246,SD2101,54,C,1
2220246,SI1201,92,C,1
2220247,SD1101,63,E,4
2220247,IF1201,59,E,2
2220247,SD1102,67,C,5
2220248,SI1101,74,B,4
2220248,SD2401,56,D,4
2220248,IF1101,66,D,6
2220249,SD1201,81,B,2
2220249,IF1101,82,E,1
2220249,IF1201,60,C,4
2220250,SI1201,68,C,4
2220250,IF1101,77,A,5
2220250,SI1101,87,C,5
2220251,SD2201,61,C,3
2220251,SI1101,64,D,3
2220251,SD1201,74,A,1
2220252,SD1202,65,C,2
2220252,SD2301,71,C,3
2220252,SD2401,84,E,4
2220253,SD1101,47,D,5
2220253,SD1201,60,A,1
2220253,IF1201,58,A,6
2220254,SD2301,82,A,1
2220254,SD2401,75,C,6
2220254,SD1201,58,C,5
2220255,SI1201,79,E,5
2220255,SD2101,84,B,6
2220255,SD2301,68,C,1
2220256,SD2201,67,E,4
2220256,SD1202,81,B,6
2220256,SD1201,53,D,5
2220257,SD1101,58,C,1
2220257,IF1201,75,B,3
2220257,SD2401,55,E,5
2220258,SI1101,70,B,6
2220258,SD1102,63,B,5
2220258,SD2401,71,C,6
2220259,SD2101,76,D,1
2220259,SI1101,72,D,5
2220259,IF1101,80,E,4
2220260,SD1101,73,E,2
2220260,SD2401,60,D,6
2220260,SD2201,63,E,3
2220261,SD1202,80,B,2
2220261,SD1101,56,D,5
2220261,SD2101,69,D,5
2220262,SD1101,75,B,3
2220262,SD2101,,D,5
2220262,SD1102,77,C,6
2220263,SD2301,74,A,6
2220263,SD2401,76,C,5
2220263,SD1202,76,E,1
2220264,SD2301,81,E,3
2220264,IF1101,90,C,3
2220264,SI1101,54,C,4
2220265,SD2301,81,A,4
2220265,SI1201,61,E,4
2220265,SD2201,68,E,2
2220266,SD2401,58,A,2
2220266,SD1102,86,C,4
2220266,SI1201,69,B,3
2220267,SD2301,54,A,5
2220267,SI1101,89,C,3
2220267,SD2401,54,C,5
2220268,SD2101,75,A,2
2220268,SD2401,74,A,6
2220268,SD1201,86,C,5
2220269,SI1201,54,B,4
2220269,SD1201,66,E,3
2220269,SD1101,77,E,2
2220270,SD1201,100,C,2
2220270,SD2101,79,E,4
2220270,SD2301,49,E,1
2220271,IF1101,69,E,4
2220271,SD2401,66,E,1
2220271,SI1201,77,E,2
2220272,SI1201,78,E,2
2220272,SD1201,61,A,5
2220272,SD2401,57,C,3
2220273,IF1101,63,C,1
2220273,SD2101,73,D,4
2220273,SD1101,67,E,6
2220274,SD1102,96,C,3
2220274,SI1201,75,E,4
2220274,SD2401,89,C,1
2220275,SD1102,66,C,2
2220275,SD2201,72,A,4
2220275,SI1201,82,D,6
2220276,SD1201,85,C,5
2220276,SD1101,66,D,1
2220276,SD1202,75,B,1
2220277,SD2401,77,C,1
2220277,SD1202,71,D,4
2220277,IF1201,95,C,2
2220278,SD2101,77,C,6
2220278,SI1101,66,E,5
2220278,IF1201,69,C,4
2220279,SD2101,57,C,4
2220279,SD2401,76,A,2
2220279,SD1202,70,E,1
2220280,SI1201,84,E,6
2220280,SD1202,76,A,3
2220280,SD1201,75,B,1
2220281,SD2101,96,C,4
2220281,SD2201,68,B,1
2220281,SD2301,82,D,5
2220282,SD2101,49,E,4
2220282,IF1201,84,D,1
2220282,SD2201,62,B,1
2220283,SI1101,70,B,2
2220283,SD2301,81,E,2
2220283,SI1201,64,E,3
2220284,SD1201,66,A,6
2220284,SI1201,88,C,4
2220284,SI1101,75,D,2
2220285,IF1101,81,D,4
2220285,SI1101,53,B,1
2220285,SD2101,84,B,6
2220286,SI1201,95,C,2
2220286,SD2201,97,C,4
2220286,SI1101,53,B,1
2220287,SD1101,68,C,6
2220287,SD1102,82,B,5
2220287,SD2401,78,D,5
2220288,SD2401,69,D,2
2220288,SD1101,46,B,4
2220288,SI1101,74,D,4
2220289,SI1101,,E,2
2220289,SD1102,83,C,5
2220289,SD1201,90,C,6
2220290,SD2101,98,C,5
2220290,SD2201,70,E,6
2220290,IF1101,71,C,2
2220291,SD1202,71,C,3
2220291,SD1201,67,C,5
2220291,SD1101,64,E,1
2220292,SI1101,51,C,1
2220292,SD1201,66,E,2
2220292,SD2201,67,B,4
2220293,IF1101,85,C,6
2220293,SD2401,59,C,1
2220293,SD1102,78,D,5
2220294,SD1101,94,C,6
2220294,SI1201,69,E,6
2220294,SD1102,93,C,4
2220295,SI1101,70,D,3
2220295,IF1201,85,C,2
2220295,SD1202,75,E,1
2220296,SD2201,60,C,3
2220296,SD2301,73,B,2
2220296,SI1101,74,C,5
2220297,SD1101,66,B,3
2220297,SD1201,62,D,6
2220297,SD1202,69,E,4
2220298,SD2201,62,E,4
2220298,SD1102,80,E,1
2220298,SD2401,72,D,2
2220299,IF1201,80,D,6
2220299,SD1201,68,C,4
2220299,SD2201,66,A,4
2220300,SD1102,58,A,4
2220300,SD1202,82,B,2
2220300,IF1101,62,B,1
2320001,SD1202,83,A,2
2320001,SD1201,81,E,6
2320001,SD2301,64,C,2
2320002,IF1201,50,B,1
2320002,SD1102,58,D,1
2320002,SI1101,,E,6
2320003,SD2301,77,B,4
2320003,SD1102,46,E,1
2320003,SI1101,78,C,2
2320004,SI1201,85,C,2
2320004,SI1101,57,C,5
2320004,IF1101,93,C,1
2320005,SD2101,61,D,2
2320005,SD1201,83,E,2
2320005,SD2401,51,B,3
2320006,IF1201,52,B,5
2320006,SD1201,61,B,2
2320006,SD1202,68,B,1
2320007,SD2101,97,C,5
2320007,SI1101,75,B,3
2320007,IF1101,56,C,6
2320008,SD1201,52,D,3
2320008,SD2301,66,D,3
2320008,SD2101,60,D,5
2320009,SI1101,63,D,1
2320009,SD1102,77,E,3
2320009,SI1201,62,B,6
2320010,SD2301,59,E,1
2320010,SD1102,64,A,1
2320010,SD1202,45,B,3
2320011,SD1102,90,C,1
2320011,IF1201,69,A,6
2320011,SI1101,63,C,5
2320012,SD1201,69,B,4
2320012,SD2101,53,B,6
2320012,SD2301,,B,3
2320013,SD2301,70,B,4
2320013,SD1202,64,A,6
2320013,SD2401,84,D,3
2320014,SD2201,82,D,3
2320014,IF1201,45,D,6
2320014,SI1101,82,C,1
2320015,SI1101,52,D,1
2320015,SD1102,77,C,2
2320015,SD2101,47,E,2
2320016,IF1101,65,C,3
2320016,SD2301,65,C,2
2320016,SD1101,,C,6
2320017,IF1201,85,C,1
2320017,SD1101,89,C,3
2320017,SD1202,69,D,4
2320018,SD1202,79,A,2
2320018,SD2401,64,C,1
2320018,SD1201,56,C,3
2320019,SD1101,78,C,1
2320019,SI1101,81,A,2
2320019,SD1202,71,D,6
2320020,IF1201,60,C,6
2320020,IF1101,49,A,6
2320020,SD1202,69,C,3
2320021,SI1201,83,B,5
2320021,SD1102,77,E,2
2320021,SD1101,78,E,2
2320022,SD1202,69,E,1
2320022,SI1101,90,C,3
2320022,SD2101,63,C,5
2320023,IF1101,66,D,2
2320023,SD1102,60,C,1
2320023,SI1201,58,C,4
2320024,IF1201,74,D,6
2320024,SD1201,73,B,2
2320024,SD2301,78,A,1
2320025,SD2301,81,A,4
2320025,SD1201,66,A,4
2320025,SD1202,81,E,3
2320026,SD2401,72,D,2
2320026,SD1101,75,C,5
2320026,SD1102,90,C,1
2320027,SD2101,92,C,6
2320027,SD2301,76,C,2
2320027,SD1102,81,B,5
2320028,SD1202,65,A,6
2320028,SI1101,58,A,3
2320028,SD1101,62,C,1
2320029,IF1101,90,C,4
2320029,SD1202,76,A,5
2320029,SD2201,72,A,4
2320030,SD2301,67,D,2
2320030,IF1201,70,E,2
2320030,SI1201,77,A,6
2320031,SD2401,48,D,5
2320031,SD1201,78,C,5
2320031,SD2101,83,C,4
2320032,IF1201,61,A,3
2320032,SD2301,62,A,1
2320032,SD1202,87,C,3
2320033,SI1201,100,C,4
2320033,SD2201,61,E,2
2320033,SD1102,77,C,3
2320034,SI1101,63,E,2
2320034,SI1201,83,D,1
2320034,IF1201,68,B,1
2320035,SI1101,61,A,4
2320035,SD1201,82,E,4
2320035,IF1201,89,C,2
2320036,SD1101,74,D,6
2320036,SD1102,83,B,2
2320036,SI1201,76,E,5
2320037,SD2301,81,B,2
2320037,IF1201,61,E,4
2320037,SD1201,93,C,1
2320038,SD2101,67,B,4
2320038,SD2301,78,E,4
2320038,SD1201,73,E,5
2320039,SD1201,70,E,2
2320039,IF1101,70,C,6
2320039,SD1102,72,E,6
2320040,SD2301,91,C,5
2320040,SD1101,69,C,5
2320040,SI1101,72,A,6
2320041,IF1201,,D,4
2320041,SD2201,68,E,3
2320041,IF1101,79,A,3
2320042,SD2301,90,C,4
2320042,SD1201,50,B,2
2320042,SD2101,61,B,1
2320043,SD2101,89,C,4
2320043,IF1101,66,E,6
2320043,SI1201,82,B,6
2320044,SI1201,68,D,6
2320044,SD1201,55,A,1
2320044,SD1202,80,C,3
2320045,SD2301,,C,1
2320045,SD2201,75,A,6
2320045,SD2401,74,C,4
2320046,SD2201,67,C,5
2320046,SD1202,76,B,5
2320046,SD1102,66,E,1
2320047,SD1201,71,B,3
2320047,SD2201,73,B,4
2320047,SD1202,59,E,1
2320048,SI1101,51,D,2
2320048,SI1201,66,D,1
2320048,SD2101,78,B,5
2320049,SD1201,73,E,3
2320049,SD2301,72,E,5
2320049,SD2201,66,E,2
2320050,SD2201,65,A,6
2320050,SD2401,63,D,6
2320050,SD2101,51,B,3
2320051,SD2401,91,C,5
2320051,SD2101,62,D,1
2320051,SD2201,83,C,1
2320052,SD2201,73,E,2
2320052,SD1102,58,E,4
2320052,SI1201,59,C,4
2320053,SI1201,71,C,2
2320053,SI1101,82,B,2
2320053,SD2201,77,B,6
2320054,SD1201,58,E,3
2320054,SD1101,69,A,5
2320054,SI1101,74,B,6
2320055,SI1101,74,A,1
2320055,SD1101,100,C,4
2320055,SD1102,90,C,5
2320056,SD2401,71,A,2
2320056,SD2101,100,C,4
2320056,SD1202,67,A,5
2320057,IF1101,55,A,2
2320057,SD2201,63,D,5
2320057,SD2301,81,D,3
2320058,SI1201,59,B,5
2320058,SD2401,54,B,6
2320058,SD2101,60,E,6
2320059,SD2201,59,B,3
2320059,SI1201,48,B,4
2320059,SI1101,53,C,6
2320060,SD2401,84,B,6
2320060,SD1201,56,C,1
2320060,IF1101,61,D,3
2320061,SD2301,82,D,4
2320061,SD1102,71,A,6
2320061,SD2401,,C,1
2320062,SD2401,77,D,5
2320062,IF1101,54,C,6
2320062,SD1102,57,B,2
2320063,SD2301,61,A,3
2320063,SD1102,87,C,4
2320063,IF1101,59,B,6
2320064,SD2101,77,C,3
2320064,SD2301,74,C,5
2320064,IF1101,60,D,4
2320065,SD1202,64,A,4
2320065,IF1201,57,C,5
2320065,SD1201,85,C,2
2320066,SD1102,52,B,5
2320066,IF1101,88,C,3
2320066,SD1201,88,C,5
2320067,SD2401,66,A,4
2320067,IF1201,68,C,4
2320067,SD2101,87,C,1
2320068,SD2201,58,B,1
2320068,SD2301,100,C,1
2320068,SD1102,63,A,5
2320069,SI1201,72,E,2
2320069,IF1201,86,C,6
2320069,IF1101,61,B,4
2320070,SD1101,88,C,3
2320070,SD1102,56,A,6
2320070,SD1201,94,C,1
2320071,SD2401,76,B,3
2320071,SD1102,85,C,2
2320071,SI1101,67,A,4
2320072,IF1101,58,C,6
2320072,SD2201,72,C,2
2320072,SD2301,43,C,3
2320073,SD1101,77,B,4
2320073,SD1202,89,C,3
2320073,SI1201,51,A,5
2320074,SD1202,79,A,3
2320074,SI1201,84,A,3
2320074,IF1201,59,E,3
2320075,SI1101,77,E,1
2320075,SD1202,64,D,4
2320075,IF1101,77,E,4
2320076,SD2401,89,C,6
2320076,SD1202,69,E,2
2320076,SD2101,62,D,4
2320077,SD2101,53,A,4
2320077,SI1201,59,A,6
2320077,IF1101,66,B,3
2320078,IF1201,56,A,1
2320078,SD1202,77,C,4
2320078,IF1101,70,D,4
2320079,SI1201,61,C,6
2320079,SD1202,83,C,1
2320079,SD1102,36,E,1
2320080,SD2201,68,E,1
2320080,SD2101,64,B,3
2320080,SD1101,79,D,4
2320081,IF1101,78,A,5
2320081,SI1201,91,C,6
2320081,SD2301,77,E,6
2320082,SD2401,59,C,1
2320082,SD2101,88,C,2
2320082,IF1201,53,C,5
2320083,SD1102,82,D,1
2320083,SI1101,87,C,4
2320083,SD2201,77,E,3
2320084,SI1101,68,A,3
2320084,SD1201,91,C,4
2320084,SD1101,75,D,4
2320085,SD2301,,B,3
2320085,IF1201,74,B,5
2320085,SD2201,77,D,5
2320086,SD2301,70,B,5
2320086,SD2401,56,D,4
2320086,IF1101,72,B,4
2320087,SD1202,63,C,6
2320087,SD2101,83,A,6
2320087,IF1101,79,C,4
2320088,SD1202,98,C,1
2320088,SD2201,81,B,6
2320088,IF1101,64,C,5
2320089,SD2301,80,B,6
2320089,SD1202,68,E,5
2320089,SI1101,67,D,4
2320090,SD2101,82,C,5
2320090,SD1102,71,A,2
2320090,SD1101,65,B,6
2320091,SI1101,,D,6
2320091,IF1101,80,D,6
2320091,SD2401,72,E,6
2320092,SI1201,84,A,1
2320092,SD1202,72,A,1
2320092,IF1201,53,B,6
2320093,SI1101,68,B,1
2320093,SD2401,63,C,5
2320093,SD2101,72,A,5
2320094,SD2201,84,D,5
2320094,IF1101,74,E,2
2320094,SD2401,70,B,3
2320095,SD1101,68,B,1
2320095,SD2301,54,E,3
2320095,SD1202,71,E,2
2320096,SI1201,64,D,1
2320096,SD1102,71,A,6
2320096,SD2101,73,A,6
2320097,SD1102,74,B,2
2320097,IF1201,70,B,4
2320097,SD1201,82,B,2
2320098,SD1102,53,D,4
2320098,SI1201,63,B,2
2320098,SD2301,82,A,6
2320099,IF1101,69,E,6
2320099,SD2101,55,D,2
2320099,SD1201,76,C,3
2320100,SD2201,74,C,1
2320100,SD1101,57,D,2
2320100,SI1101,75,A,2
2320101,IF1201,84,A,3
2320101,SI1201,75,C,1
2320101,SD1201,79,B,6
2320102,SD1102,80,E,6
2320102,SD2101,68,C,1
2320102,SD2201,92,C,6
2320103,SD1102,86,C,2
2320103,SI1201,53,E,2
2320103,SI1101,66,C,1
2320104,SD2301,81,D,3
2320104,SD1102,50,C,6
2320104,IF1201,74,B,1
2320105,SD2301,66,B,2
2320105,IF1101,85,C,1
2320105,SI1101,64,C,3
2320106,SD1202,71,B,1
2320106,SD2101,82,B,4
2320106,SD1101,79,E,5
2320107,SD2101,68,B,3
2320107,IF1201,68,D,4
2320107,SD1202,60,C,6
2320108,SD1201,55,B,5
2320108,SD1102,87,C,4
2320108,SI1101,45,E,3
2320109,IF1201,67,D,3
2320109,SD2201,78,C,3
2320109,IF1101,61,C,1
2320110,SD2101,73,E,2
2320110,SI1101,55,C,4
2320110,SD2301,77,E,6
2320111,SD1201,79,D,6
2320111,SD1102,64,D,1
2320111,SI1201,44,D,1
2320112,SD2401,79,A,2
2320112,SD2101,75,C,1
2320112,IF1201,48,B,2
2320113,SD1102,60,A,5
